Depth,GR,RT,nphi,sw,PHIE,VSH,RHOB,VS,VP,pimpmod,simpmod,vpvsmod,EPSILON,GAMA,DELTA,c11,c13,c33,c44,c66,a,b,c,a_ratio,b_ratio,c_ratio,crack_density,profundidad,VP_0,VP_45,VP_90,VP_Backus_5,VP_Backus_10,VP_Backus_15,VP_Backus_20,VP_Backus_30,VP_Backus_50,VP_Backus,Diff_Backus,Diff_Backus_%,RF_pred_VP_0,PNN_pred_VP_0,CNN_pred_VP_0,RF_pred_VP_45,PNN_pred_VP_45,CNN_pred_VP_45,RF_pred_VP_90,PNN_pred_VP_90,CNN_pred_VP_90,RF_pred_VP_Backus,PNN_pred_VP_Backus,CNN_pred_VP_Backus
2722.7783,64.0958,3.1106,0.3035,0.9939,0.0001,0.7491,2.4224,1745.2705,3371.6985,8167.6025,4227.7432,1.9319,0.074915,0.112368,0.05993,31664815277,20939052786,27538692917,7378555592,9036782661,8167602.446,7482447032,3633.991472,0.001736308,-0.00341505,-0.002257491,0.023231813,1462,3371.6985,3485.362671,3624.289293,3314.43724,3277.095485,3226.331244,3220.91283,3211.913153,3202.999587,3277.095485,-94.60301462,-2.805796978,3372.270059,3355.078771,3324.1497,3484.508909,3469.482217,3420.122,3624.388889,3621.082576,3533.6978,3282.588914,3344.996328,3229.689
2722.9309,68.1706,3.2524,0.3118,1,0.0001,0.7672,2.4365,1736.933,3358.012,8181.7964,4232.0371,1.9333,0.076725,0.115083,0.061378,31690542707,21011420446,27474569949,7350765165,9042661379,8181796.238,7456937681,3625.797022,-0.127878654,-0.295570366,-0.107523884,0.023768063,1463,3358.012,3473.949883,3615.655471,3225.174267,3219.393127,3228.078162,3210.539155,3209.190768,3198.258511,3219.393127,-138.6188729,-4.128004097,3358.08661,3342.815324,3336.2974,3473.963975,3458.758025,3432.181,3617.910424,3612.884018,3553.3425,3256.328577,3341.549093,3238.6418
2723.0833,70.7588,3.8062,0.3452,1,0.2687,0.7846,2.4239,1495.3855,2970.2771,7199.6543,3624.6648,1.9863,0.091895,0.125751,0.068142,25315312893,17365568910,21384969372,5420271354,6783480440,7199654.663,5548759924,3256.165409,0.004302013,0.009229643,0.009427004,0.026607939,1464,2970.2771,3089.115659,3243.230714,3107.701111,3175.916365,3215.282761,3219.677672,3201.11002,3190.176847,3175.916365,205.6392646,6.923235028,2970.553599,2946.813404,3324.9019,3076.641304,3054.795281,3434.4917,3220.552735,3239.279507,3503.9792,3132.951038,3163.977647,3278.1455
2723.2356,71.7338,4.1069,0.3723,1,0.2697,0.837,2.4243,1501.3749,2982.5906,7230.6943,3639.783,1.9866,0.097185,0.133641,0.072354,25758023636,17725542357,21566201124,5464679093,6925289450,7230694.392,5600210066,3287.006433,-0.020914117,-0.012039565,-0.027882661,0.028147667,1465,2982.5906,3109.006957,3272.453667,3007.845097,3142.094443,3205.744066,3220.764496,3192.026146,3182.285474,3142.094443,159.503843,5.347828932,2982.506885,2953.330269,3351.037,3081.358907,3066.985697,3461.4033,3226.219976,3262.981935,3536.3499,3125.957151,3183.858171,3295.0952
2723.3879,71.3752,3.6912,0.377,0.8532,0.2811,0.7678,2.4258,1493.2245,2919.054,7081.0415,3622.2642,1.9549,0.090835,0.123603,0.067046,24425049913,16355984532,20669941619,5408853338,6745954337,7081041.193,5533190225,3196.621885,-0.074819404,-0.087355575,-0.053326717,0.026222212,1466,2919.054,3034.269791,3184.20627,2937.088641,3126.93463,3192.992875,3219.887693,3179.241386,3172.35758,3126.93463,207.88063,7.12150683,2919.942095,2931.761681,3310.1892,3027.149435,3040.179192,3424.1152,3171.826504,3215.155878,3493.2073,3111.058983,3143.119478,3276.6296
2723.5403,70.8077,3.08,0.3487,0.6307,0.2563,0.4613,2.2997,1473.0883,2857.145,6570.5767,3387.6611,1.9396,0.058945,0.076884,0.04203,20986248892,13456142863,18773089384,4990324024,5757676169,6570576.357,5070345535,3030.621986,0.004981522,0.052122023,0.02057511,0.016850707,1467,2857.145,2929.270054,3025.559412,2986.788591,3103.04283,3162.520206,3209.526442,3170.736112,3163.010942,3103.04283,245.8978302,8.606417603,2856.97373,2951.720611,3168.8696,2927.91335,3032.215447,3253.584,3011.065335,3040.854437,3225.8633,3071.225417,3072.509514,3156.7256
2723.6929,69.8616,2.0224,0.3111,0.5668,0.1967,0.3433,2.2309,1538.2632,2959.9666,6603.3896,3431.7114,1.9242,0.044165,0.057396,0.031398,21272293934,13172702876,19545812331,5278875318,5884847973,6603389.488,5341630754,3093.623274,0.10100441,0.297958839,0.076983791,0.012698622,1468,2959.9666,3015.882589,3090.693525,3034.502892,3090.95594,3149.481116,3199.103077,3148.390098,3153.67205,3090.95594,130.9893395,4.425365459,2960.98449,2965.476424,3121.3418,3011.551604,3027.280314,3186.8652,3082.588993,3091.090469,3148.1567,3069.958525,3038.512836,3107.4922
2723.8452,70.8395,1.2987,0.2853,0.5277,0.1686,0.2135,2.2525,1780.4314,3243.1555,7305.208,4010.4219,1.8216,0.02978,0.037083,0.020452,25103015775,13416373424,23691924738,7140280773,7669846836,7305207.764,7195744647,3341.189147,-0.014905319,0.006409332,-0.005837113,0.008397901,1469,3243.1555,3283.883047,3339.736671,3098.398494,3075.545803,3132.261245,3181.925904,3149.077857,3147.030387,3075.545803,-167.6096967,-5.168105468,3243.381765,3236.089834,3089.601,3284.281035,3276.388319,3169.7654,3336.561892,3335.083315,3177.5986,3147.872466,3241.784122,3093.751
2723.9976,67.3053,1.6672,0.2715,0.4287,0.1883,0.1652,2.2236,1798.1526,3236.7012,7197.1284,3998.3718,1.8,0.025935,0.030429,0.016982,24503264722,12485228706,23294955386,7189683226,7627232968,7197128.788,7242012678,3321.743059,0.00161303,0.006017555,0.000643409,0.007057655,1470,3236.7012,3271.428576,3320.645046,3178.790228,3091.667019,3119.867519,3150.983453,3149.131269,3141.668715,3091.667019,-145.0341808,-4.480925851,3236.474236,3229.526267,3102.926,3269.683082,3264.925127,3180.55,3322.009943,3318.106019,3181.581,3131.918809,3229.40418,3105.0151
2724.1499,69.5205,2.0277,0.2656,0.4192,0.1879,0.1602,2.2246,1803.269,3240.469,7208.7476,4011.5525,1.797,0.025415,0.029667,0.016574,24547096959,12425555148,23359722276,7233907756,7663124438,7208747.337,7285723274,3323.880988,0.014184218,-0.002909778,0.000306843,0.006895928,1471,3240.469,3274.485013,3322.82552,3227.702794,3112.951446,3099.705105,3125.89217,3145.991075,3137.911204,3112.951446,-127.5175544,-3.935157362,3240.444019,3233.05436,3105.0867,3274.278799,3268.101919,3182.5547,3323.016198,3321.005861,3183.8293,3138.944132,3230.60288,3106.8887
2724.3025,68.4296,2.0911,0.2551,0.4642,0.1635,0.1946,2.2607,1786.1469,3234.2754,7311.7266,4037.9421,1.8108,0.027635,0.034095,0.018838,24955169338,13050134550,23648136817,7212358116,7704168816,7311726.397,7264554247,3324.901053,-0.01104667,-0.065717393,-0.013160324,0.007756252,1472,3234.2754,3271.85202,3323.654601,3204.178915,3144.687464,3100.023511,3088.922959,3136.533254,3129.896645,3144.687464,-89.58793618,-2.769953857,3234.226291,3233.977199,3086.233,3271.087578,3273.725812,3165.7197,3324.336656,3329.854644,3172.5112,3153.989955,3237.790944,3094.2139
2724.4548,62.9706,2.437,0.2469,0.5243,0.1405,0.2291,2.2707,1724.3496,3184.657,7231.4004,3915.4807,1.8469,0.029935,0.03858,0.021138,24408308702,13507180395,23029530700,6751657470,7272615360,7231400.65,6802495608,3281.430945,-0.017401386,-0.086482737,-0.015242746,0.008629466,1473,3184.657,3225.319497,3279.989707,3195.563776,3179.067178,3094.142673,3060.705465,3126.134921,3123.779556,3179.067178,-5.589821658,-0.175523507,3184.591599,3182.051104,3063.05,3225.455583,3228.364396,3143.9194,3288.688959,3282.359203,3140.4482,3180.434379,3205.419525,3076.1206
2724.6072,65.632,3.8029,0.2415,0.6008,0.1168,0.2687,2.2721,1650.4792,3127.7905,7106.6528,3750.054,1.8951,0.03271,0.043809,0.023832,23682284781,13971574420,22228121099,6189385780,6731687383,7106652.795,6238918243,3231.792202,0.03073136,0.052943605,0.02473803,0.009652573,1474,3127.7905,3172.003383,3230.100527,3192.380492,3187.958229,3082.713903,3045.877694,3116.187028,3118.001003,3187.958229,60.16772875,1.923649578,3127.60544,3109.869119,3065.309,3173.156944,3143.735698,3144.6526,3228.322189,3216.880936,3122.4268,3188.540634,3181.274894,3069.2393
2724.7595,66.6563,5.7699,0.2362,0.6707,0.1025,0.3162,2.295,1685.8904,3193.2202,7328.4404,3869.1187,1.8941,0.036745,0.050505,0.027346,25121087074,15003309806,23401323789,6522909682,7181788789,7328440.359,6578129363,3312.73746,0.018321964,0.024786726,0.01433512,0.011002898,1475,3193.2202,3244.384369,3310.555076,3179.344177,3159.922899,3078.740899,3052.860913,3097.034578,3115.995488,3159.922899,-33.29730115,-1.042749922,3193.15228,3165.885915,3087.3286,3246.993797,3228.096767,3171.7776,3313.185937,3294.396768,3171.462,3182.411672,3207.430492,3084.9043
2724.9121,62.7839,7.7006,0.2347,0.7413,0.1075,0.3606,2.315,1698.701,3224.1682,7463.9497,3932.4929,1.898,0.041435,0.057315,0.030998,26059297138,15797621881,24065028247,6680129477,7445872719,7463949.383,6743217193,3360.567957,-0.012386673,-0.043395759,-0.01076294,0.012425098,1476,3224.1682,3282.552244,3357.761609,3149.180553,3124.850404,3083.953997,3059.538128,3084.102877,3114.459441,3124.850404,-99.31779573,-3.080416081,3224.148255,3195.887108,3111.1096,3282.076589,3253.478017,3197.6475,3347.310025,3341.47747,3214.3992,3157.4989,3198.1805,3100.5918
2725.0645,64.7223,6.7369,0.2533,0.7759,0.137,0.4125,2.3267,1656.4761,3168.4644,7372.0659,3854.1228,1.9128,0.0481,0.065985,0.03574,25605181069,15913158296,23358129054,6384262540,7226793667,7372066.119,6456848693,3324.592314,-0.066473797,-0.1580804,-0.03491362,0.014290688,1477,3168.4644,3234.875414,3320.867538,3116.872752,3074.931005,3075.539455,3070.67898,3069.394503,3120.658925,3074.931005,-93.53339455,-2.952010272,3168.586637,3124.812482,3120.7185,3235.524419,3212.374634,3211.4214,3319.281342,3296.484432,3228.8008,3119.382801,3145.942993,3117.724
2725.2168,67.6916,6.3292,0.2901,0.7925,0.1819,0.4585,2.2699,1547.4548,3038.8782,6897.9497,3512.5679,1.9638,0.054945,0.074232,0.040318,23265546082,15213871775,20962028744,5435539671,6242521633,6897949.626,5512735605,3210.521658,-0.032029735,-0.042676599,-0.029325763,0.016100936,1478,3038.8782,3111.251363,3205.849363,3057.198855,3031.04136,3067.975258,3081.502993,3056.686397,3115.435014,3031.04136,-7.836840262,-0.257885961,3039.262928,3015.312506,3143.1428,3101.313267,3084.533048,3231.6687,3196.858671,3187.025267,3215.3677,3060.645238,3116.143586,3139.6516
2725.3691,65.1874,5.3062,0.3179,0.7216,0.2067,0.3664,2.2458,1523.8146,2974.6687,6680.5112,3422.1829,1.9521,0.046975,0.061161,0.033446,21739310103,13856857789,19872306872,5214772158,5852653518,6680510.966,5282420289,3117.73779,-0.026183216,-0.058040121,-0.040235525,0.013501614,1479,2974.6687,3034.475158,3114.403762,2965.816921,3016.7765,3061.549032,3087.157006,3049.710374,3119.123887,3016.7765,42.10779979,1.415545865,2975.723886,2973.619635,3125.3455,3033.770532,3039.433873,3198.5713,3111.170243,3108.391371,3159.0908,3039.749074,3043.835849,3113.387
2725.5215,68.7961,3.2189,0.3187,0.6464,0.179,0.2219,2.2418,1484.1498,2902.9636,6507.8643,3327.167,1.956,0.03114,0.038655,0.021332,20068691193,12369741264,18892091721,4938014270,5319772153,6507863.798,4984555639,2994.784112,-0.090632137,-0.134815301,-0.054736402,0.008757286,1480,2902.9636,2941.044676,2993.361886,2895.957328,3015.016906,3050.383878,3074.985838,3055.016645,3126.894174,3015.016906,112.0533058,3.859962479,2902.957079,2938.87458,3116.6497,2935.710062,2963.894443,3166.5679,2996.875142,3003.506488,3116.0535,3027.097302,3012.229369,3076.6226
2725.6741,66.4126,2.1325,0.31,0.5025,0.2492,0.0955,2.1431,1419.2909,2773.5435,5943.981,3041.6824,1.9542,0.02201,0.021801,0.012624,17211598955,10102406742,16485890074,4317032049,4505263280,5943981.075,4355890029,2835.265956,0.01378031,0.075381953,0.006885595,0.005412557,1481,2773.5435,2797.558226,2834.589192,2895.056817,3007.926867,3042.989438,3063.124029,3058.725419,3132.625307,3007.926867,234.3833666,8.450682912,2771.887386,2790.531746,3166.2493,2803.060153,2823.244579,3189.4917,2849.636594,2867.037796,3112.1033,2935.262916,2975.672655,3055.508
2725.8264,65.9779,1.4312,0.305,0.4862,0.2914,0.0241,2.1471,1472.8646,2806.7896,6026.458,3162.3877,1.9057,0.01698,0.012357,0.007756,17489432882,9392816255,16914999499,4657768722,4772880818,6026457.95,4696938493,2854.855815,0.072914101,0.211720469,0.077066415,0.003526061,1482,2806.7896,2824.146787,2854.448887,2919.607464,3000.073897,3034.205926,3052.842517,3056.637347,3133.898518,3000.073897,193.2842971,6.886312288,2803.477941,2825.175763,3136.9646,2825.897016,2845.935805,3152.8428,2855.858654,2888.330451,3080.7446,2984.97051,3007.852775,3029.9824
2725.9788,66.5848,1.2449,0.3102,0.5689,0.303,0.0108,2.1366,1641.7045,3033.9268,6482.2881,3507.6658,1.848,0.01623,0.01071,0.006924,20305171207,10095925170,19666787291,5758550785,5881898943,6482288.001,5804487822,3083.56919,0.023499957,0.016780017,0.029311462,0.003208027,1483,3033.9268,3051.488685,3083.167432,2960.217892,2989.748903,3021.383736,3039.835015,3060.07637,3136.52996,2989.748903,-44.17789684,-1.456129292,3033.899587,3009.405312,3118.9438,3052.233963,3031.965145,3155.1816,3084.203497,3071.593635,3104.841,3007.78692,3034.18021,3061.977
2726.1311,71.8972,1.3632,0.3277,0.7034,0.2695,0.0763,2.1346,1655.8774,3108.9785,6636.4253,3534.6357,1.8775,0.021105,0.01953,0.011494,21503402218,11574288801,20632504215,5852923701,6081538901,6636425.506,5902708995,3175.29079,0.031937668,-0.016712342,0.013117816,0.004990126,1484,3108.9785,3134.315898,3174.593491,3035.131498,2992.534944,3009.001669,3036.954747,3060.921474,3137.849847,2992.534944,-116.4435555,-3.745395972,3109.277627,3055.964407,3118.162,3134.543631,3082.89607,3167.7444,3174.025207,3123.178454,3120.626,3021.183373,3057.575177,3077.5305
2726.2837,71.2334,1.8056,0.3413,0.8664,0.2213,0.2108,2.1993,1616.4619,3115.4451,6851.7983,3555.0847,1.9273,0.032145,0.038259,0.02129,22718761948,13618594700,21346401778,5746658899,6186381744,6851798.408,5804880654,3217.218065,0.018923368,0.033225769,0.01981665,0.00879751,1485,3115.4451,3157.063552,3215.591083,3089.819093,2994.495381,2996.01347,3037.015394,3057.340031,3133.688578,2994.495381,-120.9497189,-3.882261282,3115.392143,3066.127503,3083.7805,3154.393235,3094.946423,3156.0596,3210.108039,3155.980384,3116.6235,3038.36024,3098.429962,3072.56
2726.436,69.7261,1.4651,0.3362,0.8558,0.2262,0.3402,2.2265,1631.4506,3136.1743,6982.6924,3632.4248,1.9223,0.04533,0.057816,0.03174,23884297293,14758864383,21898939443,5926121556,6611370843,6982692.079,6000992214,3281.608443,-0.016548643,-0.07072259,-0.02171527,0.012869892,1486,3136.1743,3196.600538,3278.337081,3096.806078,3003.789025,3001.302761,3032.314731,3055.584081,3130.847368,3003.789025,-132.3852751,-4.221234614,3136.283718,3117.415526,3107.4583,3189.230707,3147.139356,3191.09,3266.581087,3248.951902,3171.475,3091.792774,3175.317616,3107.8982
2726.5884,67.5892,1.8903,0.3219,0.8375,0.2133,0.3853,2.2467,1566.995,3056.9675,6868.0889,3520.5676,1.9508,0.049195,0.064194,0.03509,23061274156,14737820756,20995524500,5516711931,6224991542,6868088.882,5591246415,3211.115587,-0.002588245,-0.014411026,-0.000721961,0.014142516,1487,3056.9675,3121.381626,3207.355016,3073.326183,3031.069106,3011.297919,3014.435788,3057.219721,3126.034597,3031.069106,-25.89839393,-0.847192321,3056.924576,3022.497872,3123.1348,3114.652119,3079.278914,3203.3264,3192.437718,3178.795515,3178.1746,3038.381524,3096.912172,3118.9194
2726.7407,69.1693,3.1749,0.3198,0.8971,0.2072,0.3454,2.2329,1561.1293,3067.9097,6850.335,3485.8455,1.9652,0.0449,0.058026,0.031776,22903466683,14693360725,21016210941,5441855723,6073393964,6850335.569,5511248624,3208.798122,-0.031932216,-0.043650061,-0.031444796,0.01285853,1488,3067.9097,3126.718461,3205.658845,3048.661956,3048.679843,3024.109799,3003.859924,3055.101879,3123.84721,3048.679843,-19.22985683,-0.626806481,3068.213675,3022.033807,3118.9949,3114.918077,3074.189649,3193.2776,3187.016015,3169.887876,3164.1487,3033.621185,3109.289899,3110.725
2726.8933,68.8562,3.8142,0.325,0.7539,0.2074,0.2742,2.216,1534.4117,2994.1538,6635.0449,3400.2566,1.9513,0.03779,0.047352,0.026084,21367842993,13327965779,19866344663,5217393091,5711501087,6635044.821,5275857084,3109.468011,0.004160771,0.051491179,-0.008651475,0.010652328,1489,2994.1538,3041.965945,3107.302872,3027.017574,3057.404743,3030.998252,3001.125637,3055.506191,3124.902001,3057.404743,63.25094253,2.112481414,2993.327096,2972.363265,3108.114,3038.385494,3023.820868,3169.005,3104.047865,3079.332229,3123.0593,3059.485742,3038.532831,3086.5957
2727.0457,71.9333,5.1147,0.3137,0.5699,0.1877,0.2023,2.2263,1572.6549,2992.7275,6662.7095,3501.2017,1.903,0.029615,0.035976,0.019938,21120699987,12314974830,19939673147,5506181858,5902362655,6662709.233,5554632839,3082.68256,-0.014314524,0.049560069,0.004890425,0.008221572,1490,2992.7275,3029.802156,3081.357125,3008.621692,3059.337257,3041.636781,3008.50637,3067.295891,3131.432167,3059.337257,66.60975742,2.225720765,2992.702157,2986.741807,3076.11,3030.951109,3022.484807,3132.8662,3086.511429,3070.991127,3085.8503,3055.952025,3038.107436,3056.4766
2727.198,64.3416,6.1082,0.299,0.4247,0.2249,0.1256,2.1713,1633.0709,3024.9229,6568.0146,3545.8867,1.8523,0.023805,0.025587,0.014546,20813642328,11138812617,19867739262,5790684622,6087017116,6568015.093,5836856574,3097.79511,-0.039449337,-0.061048733,-0.024549593,0.006142987,1491,3024.9229,3053.925105,3096.93119,3018.993434,3057.101295,3038.230438,3022.08983,3077.031422,3141.468936,3057.101295,32.17839486,1.063775704,3025.560973,3014.87509,3086.3186,3057.130096,3042.22186,3136.6152,3096.223503,3088.498443,3096.724,3017.085667,3039.4112,3060.885
2727.3503,63.8036,5.2336,0.2953,0.3917,0.2619,0.0603,2.1292,1599.6833,2965.4121,6313.9556,3406.0457,1.8537,0.019125,0.016902,0.010062,19439652976,10062775253,18723479870,5448594397,5632778682,6313955.443,5491182703,3022.671403,0.060023415,0.184471386,0.049576642,0.004408782,1492,2965.4121,2987.049971,3022.125606,3045.475103,3028.935847,3039.35473,3048.44037,3085.42935,3152.363984,3028.935847,63.52374682,2.142155784,2964.390453,2963.353808,3114.5063,2988.427115,2974.193664,3150.2686,3025.461664,3015.640855,3100.0679,3033.369785,3008.73201,3058.096
2727.5027,66.3145,4.5894,0.3041,0.3769,0.2864,0.0273,2.1471,1747.3505,3122.6052,6704.5454,3751.7361,1.7871,0.01705,0.012687,0.007912,21649554664,10007089823,20935649032,6555598227,6721939977,6704545.625,6603600609,3176.302084,0.00314125,0.005045075,0.002115611,0.003581836,1493,3122.6052,3142.091818,3175.845619,3065.587487,3018.104778,3043.292595,3067.275954,3096.156937,3163.67587,3018.104778,-104.5004218,-3.3465781,3122.995624,3102.716918,3134.6362,3142.441011,3129.313231,3186.1333,3177.66892,3164.507043,3158.0684,3039.090996,3100.105585,3097.0388
2727.6553,69.8023,4.1843,0.3027,0.3854,0.2853,0.0283,2.1494,1750.8344,3129.0776,6725.6396,3763.2434,1.7872,0.017095,0.012804,0.00797,21764577748,10069564163,21045047572,6588816104,6757542507,6725639.393,6637000452,3183.029017,-0.024569335,-0.082112046,-0.011591766,0.003603592,1494,3129.0776,3148.685183,3182.569182,3030.856552,3009.765795,3052.902636,3075.246357,3109.137981,3168.976848,3009.765795,-119.3118049,-3.813002431,3129.03142,3106.694982,3133.9922,3150.735103,3133.613087,3186.3035,3183.403654,3170.049211,3159.3381,3034.584257,3104.448116,3098.2158
2727.8076,71.0078,4.6206,0.2979,0.4898,0.2834,0.0312,2.1221,1690.8907,3092.4124,6562.4087,3588.2395,1.8289,0.01729,0.013182,0.008164,20995428179,10330201445,20293672968,6067320216,6227279046,6562408.354,6113797340,3146.345115,-0.07311058,-0.229268247,-0.076751109,0.003678742,1495,3092.4124,3112.090966,3145.88021,3027.647834,3022.649087,3059.834496,3094.121199,3122.263751,3164.131114,3022.649087,-69.76331304,-2.255951148,3092.253234,3061.948145,3135.159,3111.235254,3089.258828,3177.2676,3145.043014,3122.386092,3139.0532,3023.831592,3066.849026,3086.902
2727.96,67.0063,4.7421,0.2939,0.4958,0.2778,0.0371,2.1305,1504.3369,2863.0583,6099.7461,3204.99,1.9032,0.0176,0.013899,0.008524,18078657828,9761262356,17463927578,4821384368,4955409211,6099745.708,4861173303,2913.894169,0.034123129,0.03948261,0.032794408,0.003815338,1496,2863.0583,2881.756934,2913.448126,3000.594393,3040.615,3068.126339,3112.78825,3134.15957,3160.596283,3040.615,177.5567001,6.201644588,2855.041087,2850.581184,3133.935,2869.60636,2871.726388,3154.884,2909.30513,2910.608309,3088.0085,3025.986966,2993.569665,3039.744
2728.1123,62.9345,5.1502,0.3074,0.6762,0.2616,0.0736,2.1394,1530.8019,2950.1169,6311.48,3274.9976,1.9272,0.02044,0.018888,0.01112,19380773510,10966535607,18619604095,5013372525,5202757686,6311480.096,5056944458,3011.03778,0.047593045,-0.000661848,0.019087324,0.004830464,1497,2950.1169,2973.393322,3010.417289,3000.162691,3066.011894,3101.115548,3129.954703,3151.275106,3164.496324,3066.011894,115.8949938,3.928488182,2950.284928,2920.835573,3120.9048,2967.782886,2938.104964,3154.4028,3005.148916,2972.469252,3090.6855,3039.658164,2986.339395,3048.0354
2728.2649,65.6525,5.5374,0.3323,0.922,0.2108,0.1761,2.2183,1502.0378,2983.873,6619.126,3331.9707,1.9865,0.02815,0.032739,0.018304,20862590248,13006369466,19750629791,5004745567,5332446297,6619125.476,5053598638,3069.062441,0.058775079,0.163773079,0.063851153,0.007609447,1498,2983.873,3018.526209,3067.869025,3016.046081,3086.10032,3134.767402,3152.252789,3167.409225,3167.833874,3086.10032,102.2273196,3.425994324,2983.912484,2968.064526,3113.6274,3020.617266,2992.009881,3168.5596,3072.749711,3035.174021,3108.585,3076.376097,3017.694696,3070.6873
2728.4172,67.8287,5.4633,0.3521,0.9513,0.2443,0.3302,2.2451,1617.782,3126.7317,7019.8252,3632.0823,1.9327,0.045235,0.056859,0.031302,23934846438,14896872074,21949110418,5875917478,6544115062,7019825.34,5952871271,3271.417161,0.04102976,0.104420328,0.029134473,0.012724829,1499,3126.7317,3186.559366,3268.169408,3101.99235,3093.297425,3165.840692,3170.914752,3179.903035,3167.74853,3093.297425,-33.43427506,-1.069304253,3126.898307,3108.202364,3104.351,3187.949366,3139.323311,3185.951,3267.72705,3240.579894,3166.2168,3113.171019,3185.807475,3102.635
2728.5696,71.6617,5.0579,0.3619,0.9056,0.2664,0.4457,2.3009,1681.9418,3178.6855,7313.8374,3869.9797,1.8899,0.05789,0.074847,0.040984,25940087596,15878131857,23248389106,6509080938,7483451300,7313837.467,6608085649,3368.130176,0.035026548,0.120316904,0.038188276,0.016466165,1500,3178.6855,3257.257838,3362.699604,3146.854232,3129.705207,3203.226623,3190.325756,3186.099097,3166.554678,3129.705207,-48.98029272,-1.54089773,3178.517671,3137.659508,3129.5278,3251.035781,3218.983337,3220.9058,3349.587329,3314.563865,3245.8853,3164.051411,3145.233948,3123.3958
2728.7219,68.0913,4.1736,0.3608,0.8402,0.2666,0.4633,2.2977,1787.8507,3296.5815,7574.5552,4107.9443,1.8439,0.05966,0.077493,0.042396,27949575889,16390237162,24970138914,7344391545,8482669413,7574555.313,7452957260,3499.240771,-0.06191073,-0.191948811,-0.047548431,0.017003333,1501,3296.5815,3380.69048,3493.255552,3191.911167,3170.541589,3225.010918,3203.68274,3198.571576,3163.986013,3170.541589,-126.0399108,-3.823351882,3296.741561,3297.743688,3147.238,3371.47164,3372.757385,3239.999,3483.804093,3479.074046,3302.6333,3218.312205,3234.909708,3133.1143
2728.8745,74.2734,2.1138,0.348,0.9552,0.2463,0.4064,2.2498,1641.6511,3164.6504,7119.8306,3693.3867,1.9277,0.052955,0.068349,0.037438,24918114565,15676310041,22531774345,6063252248,6892086704,7119830.47,6151291687,3336.751041,0.004519415,0.051195618,0.003948595,0.015086316,1502,3164.6504,3236.165961,3332.234462,3270.939458,3237.944256,3241.720621,3215.025779,3209.278635,3160.89753,3237.944256,73.29385602,2.316017467,3164.9311,3133.326056,3134.0474,3225.395164,3201.24002,3222.2803,3293.786474,3282.261026,3220.79,3204.191494,3150.04313,3129.1848
2729.0269,81.3031,1.5955,0.327,0.7942,0.2167,0.3562,2.2365,1691.1057,3197.8899,7152.0811,3782.158,1.891,0.046455,0.059931,0.03283,24996564105,15053651522,22871566831,6396028780,7162669581,7152080.761,6474411452,3349.952565,0.102502861,0.342250276,0.09945727,0.013277634,1503,3197.8899,3261.276075,3346.447875,3341.719565,3298.88066,3252.521423,3230.310678,3220.936591,3159.447388,3298.88066,100.9907598,3.158043678,3197.829162,3159.494147,3109.2861,3255.450843,3229.165722,3198.755,3323.230159,3302.961739,3198.5166,3275.944135,3178.466733,3110.5518
2729.1792,80.9658,1.4847,0.3047,0.5605,0.1876,0.3309,2.2344,2010.3402,3546.4016,7924.0801,4491.9043,1.7641,0.04247,0.055263,0.030224,30488950302,15733318003,28101969051,9030255473,10028333489,7924079.735,9116700794,3700.261362,0.002581149,0.019510227,-0.007814042,0.012232699,1504,3546.4016,3610.852129,3697.017276,3386.359189,3350.296407,3281.492123,3244.908453,3225.976186,3161.131429,3350.296407,-196.1051928,-5.529695023,3546.827071,3519.079776,3360.4321,3604.394454,3596.81789,3450.458,3679.7963,3655.387115,3507.5574,3358.722965,3365.612462,3253.0867
2729.3315,83.6939,1.5149,0.2953,0.4766,0.1743,0.268,2.2421,2028.0242,3543.3564,7944.5596,4547.0332,1.7472,0.035515,0.045429,0.024926,30149928631,14861443320,28150405340,9221493081,10059339500,7944559.384,9296316167,3671.460038,0.005601553,0.002043185,-0.008457551,0.010156801,1505,3543.3564,3596.897401,3669.198703,3466.341721,3377.698212,3304.031766,3253.50258,3226.489404,3163.926587,3377.698212,-165.6581882,-4.675177134,3543.478701,3520.259947,3374.0396,3595.803391,3589.701516,3459.3013,3662.729274,3645.995207,3503.7888,3372.772409,3395.954571,3253.403
2729.4839,86.8497,1.5039,0.288,0.4482,0.1533,0.2435,2.2659,2020.2871,3525.8335,7989.1855,4577.7686,1.7452,0.032015,0.041124,0.022546,29972171708,14573960377,28168540087,9248406728,10009069684,7989186.128,9315329675,3640.539417,-0.001743648,0.012310645,0.004309531,0.009198554,1506,3525.8335,3573.92675,3638.713059,3525.220741,3385.232252,3335.434237,3274.333019,3229.098796,3167.453231,3385.232252,-140.6012478,-3.987744963,3525.867005,3513.625793,3358.7158,3574.479979,3578.735293,3441.5933,3636.006543,3634.245818,3479.814,3366.365729,3394.723413,3240.725
